4dhi,6.20,5.70,6.20,17.0,17.6
4g2p,10.60,9.20,8.80,10.7,9.3
2e4p,11.00,10.20,9.10,10.3,9.4
1gs6,13.90,13.00,5.80,10.4,11.5
1aex,22.70,20.50,22.80,6.7,5.7
3pz0,7.90,7.30,7.20,23.5,28.7
4ia6,8.80,8.80,9.90,64.6,62.2
1ccw,11.20,10.60,11.40,44.6,69.8
3oes,12.20,10.90,9.30,6.8,6.2
1mbj,4.50,4.50,1.10,4.0,2.2
3dtu,9.40,8.90,6.60,46.0,80.9
3pfx,12.20,11.80,8.70,19.3,25.0
4eud,12.20,11.80,8.30,27.4,47.7
1s75,0.00,0.00,0.00,3.2,1.5
1jqs,0.00,0.00,0.00,3.1,1.5
1nuj,9.80,4.20,3.20,8.2,10.7
4k47,9.20,7.10,6.80,7.3,8.1
3qpz,7.20,6.90,7.70,47.4,48.5
1r4e,4.50,4.50,7.80,14.3,12.8
1jqt,0.00,0.00,0.00,3.0,1.4
1s9l,0.00,0.00,0.00,8.0,27.5
3nma,6.40,5.90,4.40,14.0,16.5
2xn6,7.90,6.00,4.50,16.9,18.1
1yq2,8.10,8.10,7.80,245.3,303.1
3snz,8.10,8.10,9.10,5.1,3.6
1kvp,2.00,2.00,0.00,3.7,1.1
4ht7,6.30,5.90,6.20,58.9,84.7
5cyh,12.00,11.30,11.50,6.8,6.8
4f56,10.30,8.80,6.60,20.9,26.0
3oz6,5.40,4.80,4.80,21.6,24.3
4epd,4.40,4.00,2.90,27.5,33.2
4e0j,11.30,11.00,13.70,18.9,18.1
3v9v,5.00,5.00,5.60,9.1,12.7
2v6g,8.00,7.80,7.40,13.8,15.6
1mi6,0.00,0.00,0.00,3.3,1.6
3u1d,6.50,6.30,6.70,13.5,14.0
3ooi,8.80,8.10,6.90,11.1,11.8
1o55,66.70,0.00,0.00,2.4,0.3
4mbl,1.40,1.40,0.20,9.5,9.9
2v26,7.20,7.10,6.20,28.4,37.6
3peq,4.90,4.40,5.20,21.3,20.8
4i67,9.00,8.30,6.80,4.9,3.2
3stu,4.30,4.20,4.60,20.0,22.3
4ar7,8.30,7.50,6.00,12.4,10.6
1pve,0.10,0.10,0.00,35.9,49.9
1o56,75.90,0.00,0.00,3.2,0.1
3d64,10.20,10.00,9.60,35.3,43.3
1mvr,2.00,2.00,0.00,3.9,1.3
4lak,5.30,5.20,4.10,18.4,24.8
1j1r,10.30,8.70,7.00,9.4,11.1
1bwi,8.30,8.30,6.60,5.9,5.2
1dvq,13.30,9.60,9.50,8.3,8.2
1o8v,2.60,2.60,3.20,7.7,5.8
3ocs,5.70,5.70,5.70,9.2,13.0
4gbu,6.90,6.60,6.10,24.9,23.9
2xet,8.10,6.10,5.10,8.9,7.4
1hd6,7.30,7.30,5.70,20.0,29.9
4gqz,7.20,6.60,10.50,20.1,26.9
1zuz,8.60,7.80,6.30,8.3,7.7
2y22,6.20,4.30,3.50,11.9,11.9
1p6g,0.00,0.00,0.00,8.8,2.8
3qnn,3.90,3.70,4.40,39.0,46.2
1mbk,3.20,3.20,0.00,77.0,110.7
3zv0,3.70,3.50,3.20,26.5,37.8
3txy,16.20,3.30,2.80,9.3,8.5
3sa3,9.20,8.60,6.80,9.6,9.1
4fsy,4.60,4.00,3.40,12.2,11.2
3uv0,8.10,8.10,7.50,9.3,8.1
1mxb,21.00,19.10,17.20,16.9,10.6
2c21,6.30,6.30,7.40,37.2,41.2
2a5r,0.00,0.00,0.00,8.9,11.1
2ymd,6.80,6.70,8.80,57.1,107.9
2r99,7.70,7.40,6.00,6.8,8.5
1omk,2.30,2.30,15.50,2.8,1.4
1p87,0.00,0.00,0.00,9.0,2.5
4jia,8.00,6.90,5.30,13.3,13.3
3ms3,9.90,9.30,7.20,17.3,15.0
1b1h,11.60,10.50,6.60,16.0,24.5
3qdj,5.00,4.70,5.10,25.2,26.7
1saa,0.00,0.00,0.00,17.0,24.5
1uli,7.30,7.30,6.80,47.7,85.5
3f9l,9.70,8.70,7.00,12.7,8.9
1iwv,8.30,7.50,9.00,8.0,7.0
1u6e,7.10,6.40,6.50,21.0,31.7
1cn2,15.10,15.10,13.60,27.1,34.2
3c1j,6.00,5.50,4.70,11.4,15.5
1osu,0.00,0.00,0.00,2.6,0.7
3ssk,8.20,6.70,8.60,10.9,11.2
3ogt,9.70,9.50,8.10,12.9,13.6
1pgx,11.50,8.90,8.50,5.2,3.3
3hl1,8.70,7.90,8.00,22.3,25.4
4atj,13.50,12.60,12.00,19.0,27.6
3dj2,2.40,2.20,3.30,13.2,16.0
3ich,4.60,4.30,3.80,9.2,9.7
1pdf,0.00,0.00,0.00,7.8,5.6
4bbc,4.30,4.20,4.30,19.2,28.0
3vf4,11.60,11.50,9.70,30.7,25.1
1amp,8.20,8.00,7.70,9.9,12.7
4dlc,6.00,5.80,2.60,8.3,10.2
3qan,4.80,4.70,4.70,53.7,66.3
1zjk,10.20,9.60,8.00,14.7,12.8
1phs,0.00,0.00,0.00,3.3,1.4
3vv1,7.20,6.10,3.70,9.7,13.3
4e9d,6.60,6.30,4.40,7.9,7.3
3a84,6.40,5.60,4.30,8.6,10.6
1eh7,10.20,9.00,8.10,6.7,6.6
1vq3,6.10,4.60,5.90,11.6,15.5
2y1e,5.90,5.10,4.50,26.5,33.1
4e90,4.90,4.80,3.40,18.7,31.0
3n4e,6.90,6.90,5.60,24.2,32.2
3rg4,7.70,6.80,6.00,11.6,11.0
1pmd,0.00,0.00,0.00,3.7,1.8
3k2r,9.40,6.90,6.20,11.5,8.1
4fha,6.60,6.20,6.60,27.0,28.5
1pdi,0.00,0.00,0.00,9.7,8.8
2ahs,8.30,7.00,7.60,25.8,26.3
3r4i,11.30,10.10,7.10,61.1,73.3
3m7w,8.70,8.30,9.70,50.4,73.1
3cxq,6.40,5.00,5.20,7.3,6.8
2aqa,6.50,6.50,3.20,27.2,22.5
1wta,6.10,2.80,4.50,12.6,13.2
1pos,0.00,0.00,0.00,3.1,1.3
1vqh,5.00,3.60,0.70,4.7,2.6
2oq3,2.00,2.00,0.00,81.8,130.1
2i2s,7.70,7.30,7.60,16.9,15.8
3cv5,9.00,8.50,8.10,39.6,54.9
3v2b,12.10,10.30,10.70,8.7,7.7
1dp7,9.40,5.80,5.60,6.0,5.0
3v48,17.80,15.60,8.60,31.5,24.8
4j42,7.20,5.80,6.10,8.4,8.1
4hr2,4.70,4.10,5.50,12.6,14.6
1pwf,7.60,6.40,2.90,4.2,2.5
2okb,6.80,6.30,4.50,13.0,14.9
3fhd,7.80,7.30,7.60,13.4,18.9
4alt,11.00,9.00,4.10,8.9,8.9
4i9b,7.00,6.70,6.90,38.1,45.9
3diy,3.50,3.20,3.30,14.2,14.8
1by2,14.20,11.80,7.40,5.3,4.3
2bsp,7.80,7.10,5.70,12.5,16.7
4ftm,5.80,4.90,3.50,14.5,11.6
4gvw,6.20,5.50,5.70,9.0,7.9
1vew,5.40,5.20,4.10,29.3,33.8
1sbu,1.20,1.20,0.00,4.7,2.2
3qr3,9.20,8.80,6.70,28.1,32.9
1qyk,18.60,10.30,11.30,3.3,0.9
1pdj,0.00,0.00,0.00,4.3,2.4
1ccj,6.70,6.70,6.20,9.9,12.4
3fyi,11.70,11.40,6.20,80.7,77.1
2wzw,3.40,3.00,3.50,19.1,22.2
1t7t,11.10,9.10,7.20,11.9,12.6
3l3b,8.30,7.80,6.70,12.3,17.3
1qyl,15.00,0.00,9.00,2.7,0.8
3uvl,7.70,7.70,6.70,10.0,13.2
2zko,8.30,6.00,5.80,9.0,11.8
3en0,9.80,7.70,6.60,30.2,40.0
3h0n,8.10,6.50,6.00,10.2,9.6
1pdm,0.00,0.00,0.00,8.4,5.8
3igp,8.80,6.60,8.40,11.5,12.5
1ski,32.30,32.30,0.00,3.8,2.0
3sf6,4.70,3.40,4.90,16.0,18.8
4kvl,5.80,5.40,6.10,26.4,31.7
1ioq,7.80,7.80,7.10,5.9,5.4
1qzl,4.50,0.00,0.00,2.7,0.4
4jbe,7.80,7.30,9.40,32.5,37.9
4eeu,14.10,11.50,9.30,5.7,5.2
1rgo,1.70,1.70,0.70,47.1,58.8
3lrh,4.60,4.20,4.40,24.3,35.7
1f0n,28.00,25.50,26.30,9.5,5.9
1r0g,7.00,5.80,1.20,4.7,2.2
4gd0,4.90,4.90,5.90,18.7,19.6
4knd,10.90,7.00,7.70,10.2,7.8
3o6p,8.80,8.10,10.80,11.9,12.9
1skk,29.10,29.10,0.00,4.0,2.0
2dg4,6.30,6.30,1.10,7.9,4.7
4e4e,10.80,10.40,9.20,27.7,35.6
3mq4,5.20,5.20,5.20,9.9,10.8
1vu6,3.60,3.60,2.20,284.1,424.1
4mhv,8.20,8.20,6.30,8.2,6.7
4flu,6.80,6.70,5.50,21.9,31.5
1ett,36.20,30.80,29.60,10.3,8.4
1pdp,0.00,0.00,0.00,10.0,7.5
1xh4,8.40,8.10,8.90,10.8,14.7
1t9w,14.10,7.90,7.60,25.6,30.2
4e44,5.70,5.60,3.40,11.2,13.3
4j6h,10.00,9.60,8.30,7.9,6.5
1r2o,0.00,0.00,0.00,2.8,0.4
1ym9,5.10,4.40,2.80,7.3,7.7
3d9l,8.30,6.10,6.80,13.2,13.1
2yf6,2.90,2.50,2.50,11.2,10.9
1s6u,6.00,6.00,5.00,66.4,83.5
1skp,2.50,2.50,0.00,6.2,7.0
4avr,3.80,3.80,4.40,8.1,9.3
2o1u,7.70,7.50,7.40,35.6,41.6
4fu5,12.40,11.10,10.00,12.1,13.0
1w3r,10.50,8.50,11.30,8.2,9.0
1b59,11.10,8.30,4.90,11.3,15.5
3cgq,8.20,7.00,12.40,3.6,2.4
1r3g,6.10,3.70,6.00,3.5,2.7
2xi5,9.90,9.40,8.80,28.6,31.4
2epm,14.40,9.50,6.60,23.6,26.3
2qvk,10.20,6.30,7.10,7.1,5.2
3ug4,9.30,9.20,9.00,74.0,140.8
1m0e,17.20,16.80,14.20,12.3,19.2
2mnr,6.00,5.80,3.90,10.5,15.1
4am5,7.60,7.20,5.50,14.6,17.0
3bgy,5.00,4.70,6.50,19.2,23.1
3l94,6.90,6.40,5.30,26.5,31.5
3ufz,8.10,8.10,6.20,10.4,9.0
3f5v,7.10,6.60,7.30,21.7,22.8
3ark,11.30,11.00,7.80,6.7,9.0
4g6a,7.50,6.90,6.90,23.5,32.3
1r3o,0.00,0.00,3.90,2.7,3.3
3q6s,9.40,8.80,6.80,12.7,11.7
3q74,12.00,11.70,10.90,13.7,20.8
4dyz,4.50,2.80,4.30,9.4,7.6
1sls,0.30,0.30,0.00,22.2,30.5
4g6n,4.40,4.20,2.50,14.9,15.0
1pn6,0.00,0.00,0.00,3.8,1.7
2bhf,12.90,12.10,10.50,15.3,22.4
2ydy,3.70,3.70,2.30,11.7,10.1
3pkb,7.50,6.80,4.20,9.8,13.8
2cgh,9.50,8.40,6.70,18.3,20.3
4hn9,7.60,6.70,5.30,24.6,27.3
1r3z,0.00,0.00,11.70,2.5,0.7
3mug,7.10,6.50,6.10,60.8,88.0
1xf2,5.10,4.90,4.40,22.2,30.0
1a01,10.10,9.50,8.10,15.9,25.2
2pe7,13.00,7.90,8.80,10.2,10.8
1pn7,0.00,0.00,0.00,3.5,1.3
4flw,4.50,4.40,4.40,30.9,37.3
2psd,7.00,6.60,4.60,13.9,16.7
1r68,0.00,0.00,14.70,2.7,0.7
2x4k,12.10,8.90,7.70,7.1,6.1
1i9s,13.10,8.00,7.00,10.1,9.3
2xyv,7.40,6.90,6.40,18.7,18.1
3gp5,10.10,9.40,10.10,14.4,22.0
1rdh,0.00,0.00,0.00,3.1,1.2
2x8y,7.60,7.30,3.40,23.9,30.2
1pn8,0.00,0.00,0.00,3.6,1.2
1tli,13.70,12.60,8.80,13.6,13.4
3gww,6.70,6.60,6.10,17.8,20.3
2vqq,5.20,5.20,5.10,37.6,32.4
2pq8,8.60,8.40,3.50,11.7,11.9
4bc2,2.30,2.20,2.20,51.6,71.2
1rh2,0.00,0.00,0.00,4.3,1.9
2hcf,7.20,7.00,7.40,10.7,10.4
1d20,0.00,0.00,0.00,3.0,1.3
1am6,12.60,11.90,11.00,8.7,10.2
1qza,0.00,0.00,0.00,2.4,1.0
1gb8,10.40,6.90,6.40,7.3,6.9
3t7m,10.00,9.30,9.30,21.4,26.2
2xzt,5.40,5.30,4.20,22.0,27.1
4b68,7.80,7.10,5.90,19.0,19.7
3rgg,5.60,4.10,4.00,19.1,25.1
4ajl,4.40,4.10,4.30,47.1,66.5
1qzb,0.00,0.00,0.00,2.5,1.0
4fsr,3.90,3.20,3.30,11.8,10.8
4fqf,8.80,8.60,7.70,85.7,88.6
3vla,13.30,13.00,8.80,17.4,21.3
3pdu,8.00,7.80,6.50,76.4,106.9
1rxb,1.80,1.80,1.90,3.0,1.7
4ft3,2.60,1.90,2.20,12.3,11.2
1qzc,0.00,0.00,0.00,3.3,1.1
1jl7,15.20,15.20,2.30,8.9,5.6
3boj,11.80,10.40,11.40,7.8,9.7
4f7j,8.80,7.30,6.30,20.2,22.2
2oo2,10.80,10.00,6.30,4.7,3.2
1l5e,28.20,28.20,25.90,6.9,7.3
3sr1,11.50,9.80,6.60,8.0,6.9
1sdb,18.80,7.20,6.10,3.8,1.5
2r1p,9.90,9.20,7.30,10.9,16.0
1qzd,0.00,0.00,0.00,3.3,1.6
3qgd,6.30,5.70,5.40,27.3,41.1
3t26,9.40,7.90,6.00,12.0,9.4
3cnf,3.20,3.20,3.20,6.0,4.1
1gez,9.20,5.70,6.40,7.1,6.0
3iug,7.50,7.30,4.70,15.4,17.1
3rr1,4.70,4.50,4.80,28.5,30.0
3hv2,7.40,7.20,9.30,13.0,15.1
4fm6,11.30,10.40,10.20,12.0,8.8
4h52,11.70,11.40,7.80,31.7,41.4
3pc3,7.30,6.30,5.40,20.0,25.0
4btk,6.50,5.90,5.30,9.7,12.3
1vud,3.20,3.20,2.20,281.6,423.6
4knp,16.70,15.40,10.60,11.1,10.0
1tov,3.30,2.60,1.40,6.1,3.6
4fuu,6.60,6.60,6.60,17.9,14.1
4lb6,11.20,6.00,9.40,5.5,3.7
1r2x,0.00,0.00,0.00,3.4,1.1
1v0n,22.00,18.50,6.50,16.6,17.3
2i1y,9.40,8.90,7.00,22.5,23.8
1sfd,9.50,8.50,9.10,10.0,10.8
2j4i,8.00,7.40,7.90,10.0,12.2
2qhz,2.90,2.30,3.70,9.7,9.2
3a71,8.60,8.30,8.40,11.9,18.8
1oim,9.30,9.10,8.20,28.8,39.0
3qfo,7.10,7.00,6.90,15.7,23.1
1f2z,15.20,8.50,4.60,7.0,5.2
4fsm,4.90,4.00,4.70,12.8,11.8
3mkf,4.60,4.20,4.10,12.1,12.9
1t1m,0.00,0.00,0.00,3.6,1.3
1ac8,8.40,8.20,7.50,10.5,12.3
3alb,12.70,11.50,4.70,10.4,12.2
3vqs,7.20,6.80,6.10,85.1,106.0
3kao,7.00,6.40,6.80,15.3,18.3
1tpt,0.00,0.00,0.00,3.4,0.6
1gf5,14.90,11.00,9.90,7.3,6.1
2bbw,7.00,6.20,7.60,17.7,17.4
1sol,14.10,14.10,8.50,2.9,0.5
1d42,2.40,2.40,2.00,5.8,6.5
1pru,2.20,2.20,1.10,3.8,2.0
3gt9,1.50,1.50,2.40,7.6,9.4
1t1o,0.00,0.00,0.00,2.2,0.9
1tt9,0.00,0.00,0.00,5.8,4.0
1spf,2.00,2.00,0.00,20.3,26.4
3ejw,12.30,11.40,11.50,18.6,32.6
1thd,0.00,0.00,0.00,4.4,2.8
3ag9,6.30,6.00,5.70,19.5,28.9
3vci,7.80,7.80,6.50,7.2,7.8
2oed,4.60,4.60,1.20,4.0,1.6
3upi,4.70,4.40,4.20,50.9,53.4
1jg1,12.70,10.80,11.00,8.6,10.7
3k7g,10.90,8.70,6.80,6.9,8.0
4dv8,8.80,7.80,9.30,22.1,27.3
1cng,11.40,10.90,8.00,9.1,10.4
2uyq,7.90,7.40,6.30,9.1,11.8
3be8,9.00,8.50,8.50,47.7,49.2
2jek,7.90,5.00,3.60,6.7,6.9
4ggh,6.40,6.30,7.30,59.1,82.1
3ped,3.60,3.10,4.70,18.8,20.7
3bcs,5.10,4.90,4.50,30.8,34.0
3ki0,5.40,4.30,6.60,9.7,9.9
3h6o,7.90,7.90,7.40,56.5,80.8
2med,8.20,5.50,4.90,7.1,5.5
4fsq,2.30,2.10,2.60,11.6,11.0
1rva,8.90,8.80,7.10,16.1,22.5
2d36,5.10,4.70,4.70,6.8,5.3
2pfr,9.50,9.20,6.90,23.3,26.0
1tja,0.00,0.00,0.00,5.9,3.7
1y6q,14.10,13.50,9.60,17.5,19.7
1u5f,9.20,8.20,4.10,5.8,4.2
3a2i,6.10,5.60,4.40,8.9,9.3
4gs7,10.70,10.30,7.90,21.6,24.9
3pvy,7.20,6.90,5.80,21.2,36.6
4mch,4.40,3.00,2.30,9.4,11.0
3cjm,6.70,5.60,5.80,12.5,13.9
2bcg,9.80,9.30,9.20,30.8,33.6
4fta,4.50,3.90,4.00,11.9,11.3
3n38,8.80,8.80,5.20,13.0,13.3
3uph,5.30,5.00,5.50,50.9,55.5
2rb0,4.30,3.20,3.10,8.6,8.7
2pjo,10.30,8.80,6.20,8.9,11.4
2anu,7.60,7.40,7.00,35.3,56.2
3n3r,10.20,10.10,7.50,61.1,78.0
3llo,10.40,7.30,2.90,7.2,6.1
2pdy,11.10,9.80,9.60,14.5,16.6
4k8a,2.90,2.70,2.10,14.4,17.4
1zn1,0.00,0.00,0.00,3.5,1.8
1ue3,35.50,0.00,10.10,3.2,0.7
2fct,8.90,8.80,6.50,23.1,29.3
2axc,9.60,7.50,8.40,8.8,10.0
332d,6.90,5.20,9.80,3.2,1.5
4b80,11.60,11.50,8.80,39.3,45.1
4ff3,8.10,7.80,7.30,57.9,101.5
4dca,8.40,7.80,6.20,14.1,13.9
3owr,6.30,5.10,7.30,22.3,22.6
3b9d,8.20,8.10,6.00,16.0,28.5
2agn,0.00,0.00,0.00,3.2,1.0
1ue4,5.60,2.80,3.50,3.0,0.7
4jfs,7.30,7.30,5.60,33.1,44.8
1h5v,11.60,9.60,7.30,16.0,17.0
368d,5.20,3.50,7.90,3.0,1.7
3pzi,10.30,10.30,8.20,18.9,19.1
3v1a,13.40,4.10,5.50,5.1,2.7
2o7r,10.40,9.40,7.90,10.2,13.8
4fv2,3.70,3.50,3.00,15.0,15.9
2akh,0.00,0.00,0.00,4.5,2.2
1uhy,24.90,19.40,3.70,3.1,0.6
4h9q,6.30,6.10,5.40,12.5,17.8
371d,5.50,5.50,7.90,3.0,1.5
2v0h,4.20,3.80,3.90,17.8,19.3
2jtt,0.20,0.20,0.00,122.6,199.0
1gvt,9.80,8.80,8.00,13.8,15.7
1uno,7.40,0.00,0.00,2.7,0.9
4bfl,6.20,6.10,5.60,105.4,149.2
1xh9,6.30,6.10,6.10,12.1,17.8
3suo,5.90,5.60,5.40,37.2,38.4
3qov,6.40,6.20,4.10,83.8,72.4
2aki,0.00,0.00,0.00,4.3,2.2
3aww,12.30,11.90,9.70,15.2,18.2
3zsi,7.40,6.50,7.00,14.2,14.5
3g9a,10.70,10.70,8.10,16.5,19.4
1uu4,5.20,4.70,2.50,10.8,11.6
4b9h,17.80,16.80,7.40,7.2,7.4
4kye,13.50,13.00,10.20,12.1,15.3
4f3o,7.50,7.20,9.70,45.9,60.1
3eja,7.60,7.10,5.80,32.7,39.4
1p64,17.20,15.40,10.50,11.7,8.2
1aln,10.30,10.10,7.90,9.4,10.9
2bk2,0.00,0.00,0.00,3.4,1.5
1tcp,4.50,4.50,6.60,16.3,17.5
1sx7,8.80,7.80,9.90,10.2,9.3
4fxv,13.60,7.10,6.60,14.3,14.0
4aw2,9.20,7.70,7.20,15.8,17.9
2gn2,5.60,5.60,5.30,12.0,12.7
3lk6,34.00,33.00,26.90,93.1,96.8
4kns,5.20,5.00,3.60,60.2,76.0
3mi8,7.70,6.90,5.00,8.0,7.9
2vfm,9.00,8.20,8.80,29.3,29.2
2fvo,0.00,0.00,0.00,3.2,0.9
3ms4,7.90,7.50,6.40,31.0,33.9
3sn5,4.90,4.60,3.80,24.3,33.2
3tqh,7.00,6.80,7.20,11.4,12.8
2bf7,6.50,6.00,6.20,26.9,43.6
1lop,11.80,11.40,6.60,6.7,6.7
2lg2,0.00,0.00,0.00,3.3,1.7
2wot,2.30,2.10,3.50,12.8,14.1
2i68,1.20,1.20,0.00,3.3,0.1
3swo,5.50,5.40,3.90,55.1,88.9
4jwo,6.30,5.50,8.10,13.0,13.9
1v4f,137.30,45.80,3.90,2.5,0.7
2iy3,0.00,0.00,0.00,3.8,1.4
2m1d,0.20,0.20,0.00,27.5,34.1
4a80,5.90,4.10,8.50,7.7,6.7
2wod,8.50,8.50,9.20,19.3,25.0
2ejx,7.80,6.50,7.20,6.0,6.2
1llf,9.90,9.90,5.90,38.8,52.8
4jfw,6.10,6.00,5.60,41.6,69.3
1ye3,10.30,10.30,7.60,11.5,15.4
4dyo,9.20,8.30,7.20,19.1,19.9
3irv,8.50,5.90,6.90,10.9,11.2
1cb2,16.60,14.40,5.90,20.0,30.5
1v6q,119.00,47.60,4.00,2.5,0.8
2uy4,9.40,8.50,7.90,11.7,13.4
1hxt,14.20,11.00,10.20,10.8,12.0
3g5a,8.80,7.70,8.20,68.1,90.0
4fd0,4.40,4.30,4.90,17.1,17.9
1tbb,5.90,5.90,6.20,32.8,32.1
2o0f,0.00,0.00,0.00,3.8,1.1
1a3n,9.50,9.50,6.20,16.7,27.4
2ljl,11.60,11.60,8.70,47.1,39.3
3r94,11.00,10.00,6.50,13.0,13.6
2yak,8.20,7.80,8.00,12.6,10.6
1v7h,143.80,52.30,7.80,2.5,0.8
3kya,7.80,7.10,8.20,20.0,22.7
4izo,7.70,7.20,6.60,14.5,16.1
4lna,8.40,8.20,6.60,13.0,11.8
2yow,7.20,6.50,7.00,10.9,17.0
2of6,0.00,0.00,0.00,4.5,2.5
1vjk,4.20,4.20,2.20,5.0,3.6
2jfc,8.50,8.20,7.70,48.1,85.8
3n9x,7.20,7.20,7.20,29.4,35.3
3gzk,8.00,7.10,5.70,18.0,24.8
4g5d,7.20,7.00,8.60,22.5,30.4
1tos,0.00,0.00,0.00,2.8,0.7
4hjh,8.70,8.00,9.10,34.0,42.1
2r1g,0.00,0.00,0.00,4.0,4.5
1tz4,1.90,1.90,0.00,18.2,18.6
4dkb,8.50,7.40,4.60,8.7,10.1
1vjw,11.50,10.40,3.70,5.2,2.1
2lrp,5.50,5.50,0.00,88.5,112.8
1xvx,6.50,6.30,6.10,13.2,15.8
3p8c,5.30,5.20,4.30,97.1,119.6
1yqn,10.90,8.10,6.60,8.8,6.1
3qy9,6.80,6.40,6.60,32.7,45.4
4ara,9.00,8.90,12.90,40.1,45.4
4ge3,10.00,9.40,9.00,31.3,42.7
2rec,3.30,3.30,0.00,5.3,4.3
4j9l,11.80,8.80,9.90,19.3,21.6
1vmh,5.10,3.70,1.50,8.9,5.6
4fa3,9.60,9.40,10.20,13.3,13.5
1oq5,9.30,8.60,9.30,11.7,12.6
1c5a,4.50,4.50,1.00,78.3,106.7
4kwe,9.30,7.40,6.70,22.4,29.1
1vl5,7.50,7.40,8.40,30.2,41.0
3r4v,13.50,13.10,8.40,13.1,14.5
2lat,15.80,15.80,11.60,20.2,21.9
4g50,5.20,4.90,6.30,15.0,16.0
2yic,4.30,4.20,4.40,106.4,152.6
1kf5,4.30,3.40,4.80,8.3,6.2
1cw9,3.20,2.60,9.30,4.5,4.6
2vaz,0.00,0.00,0.00,3.2,1.0
2zdz,6.00,5.20,5.50,11.4,15.3
2f4q,7.20,6.50,5.70,13.9,15.3
3ebi,6.30,6.10,5.50,35.0,43.8
4i77,6.80,6.20,7.00,19.7,21.8
1hl9,7.10,6.60,6.60,23.4,36.4
1vrz,6.60,0.00,0.00,2.5,0.8
2vrh,0.00,0.00,0.00,3.8,1.9
2d55,58.50,57.50,50.20,3.9,1.8
1diq,8.30,8.00,6.30,31.3,47.4
3i3c,12.00,11.70,8.10,9.9,7.4
2v9y,20.70,8.30,8.30,22.9,24.0
1jcc,9.40,6.80,7.60,5.7,6.8
1vtb,0.00,0.00,7.90,2.7,0.9
2qqn,7.80,6.90,5.30,16.0,22.5
4g9m,7.60,6.30,6.70,12.3,12.4
2x8q,0.00,0.00,0.00,3.4,1.1
3po7,6.90,6.50,4.80,28.2,50.7
1vtr,136.10,71.00,7.90,2.3,0.4
2b3b,5.90,5.80,6.70,59.1,117.7
2g7e,16.90,12.00,8.50,10.0,10.0
3d09,10.60,7.70,6.40,9.4,8.6
4dej,4.10,3.80,2.20,59.4,84.8
2xyy,43.60,43.60,0.00,6.4,1.4
3ism,7.90,7.60,7.20,29.8,34.6
1vtt,0.00,0.00,0.00,2.8,0.9
1y9g,13.80,13.70,11.70,16.0,27.2
1b9j,11.50,10.40,6.10,20.7,25.9
1u7j,16.80,16.80,0.00,52.0,71.1
2m1e,0.10,0.10,0.00,27.6,33.8
1xeo,8.90,8.90,11.10,8.6,7.8
1wkx,8.00,3.20,1.70,3.6,1.6
4flv,5.50,5.30,4.90,31.0,34.1
2w4k,7.40,7.40,7.20,13.9,14.8
4acd,6.00,6.00,5.10,19.8,28.0
4gja,7.00,6.50,6.30,18.8,26.7
